id	name	org	league	gender	birthday	period	birthplace
uno_takuma	卯乃琢真	NPM	—	male	02/17	第23期後期	静岡県
kageyama_riki	影山力	NPM	—	male	04/07	第22期後期関西	兵庫県
nagai_tomoki	永井知樹	NPM	E3	male	非公開	第24期後期	東京都
nagasaku_daisuke	永作大輔	NPM	—	male	非公開	第9期後期	非公開
e_imori_shogo	永森翔伍	NPM	—	male	04/20	第24期前期東海名古屋	富山県
koshino_kento	越野健人	NPM	C1	male	06/01	第12期後期	新潟県
endo_nagito	遠藤渚人	NPM	E3	male	01/19	第24期後期	神奈川県
shiotsudai	塩津大	NPM	C1	male	08/22	第15期後期	山梨県
shiojima_kohei	塩島康平	NPM	E2	male	01/26	第23期前期	群馬県
okuyama_toshiyuki	奥山敏行	NPM	—	male	非公開	第20期後期	非公開
okumura_kazuma	奥村一真	NPM	—	male	12/18	第22期前期関西	香川県
tomomi_okumura	奥村知美	NPM	C1	female	09/21	第1期後期	大阪府日本
yokota_takashi	横田崇	NPM	C3	male	05/02	第16期前期	東京都
yokota_tomohiro	横田知裕	NPM	B1	male	10/19	第4期後期	神奈川県
oukawa_non	黄河のん	NPM	女流B	female	11/08	第8期前期	東京都
okayasu_sei	岡安世緯	NPM	—	male	06/30	第23期前期東海名古屋	愛知県
okamoto_koichi	岡本光一	NPM	E2	male	10/14	第22期後期	愛知県
okamoto_masahiro	岡本将弘	NPM	—	male	11/06	第2期後期香川	香川県
otonashi_anon	音無愛音	NPM	—	female	07/12	第16期前期関西	大阪府
shimoishi	下石戟	NPM	A1	male	1987/03/20	第13期	北海道苫小牧市
kato_rina	加藤利奈	NPM	C3	female	06/30	第18期後期	栃木県
hisako_natsume	夏芽ひさこ	NPM	E3	female	03/10	第7期後期	神奈川県
natsuki_myu	夏月美勇	NPM	—	female	07/20	第14期後期関西	大阪府
natsume_hikari	夏目ひかり	NPM	C2	female	04/24	第17期後期	鹿児島県
kawano_takeru	河野尊	NPM	—	male	03/04	第24期前期東海名古屋	岐阜県
hino_haruna	火野ハルナ	NPM	—	female	03/27	第22期前期東海名古屋	岐阜県
azuma_masaaki	我妻昌章	NPM	—	male	12/01	第23期後期関西	東京都日本
gasa_yuki	賀佐裕樹	NPM	C1	male	非公開	第0期	非公開
aida_hiyori	会田日和	NPM	女流C	female	03/10	第7期前期	富山県日本
amane_orca	海音オルカ	NPM	—	female	12/20	第20期後期	東京都
minami_ayane	皆実絢音	NPM	D2	female	非公開	第17期前期	非公開
minagawa_nobuyuki	皆川信之	NPM	C2	male	12/23	第18期前期	東京都
tatsuhiro_toyama	外山超大	NPM	E2	male	12/11	第19期後期	東京都
kakutani_yousuke	角谷ヨウスケ	NPM	A1	male	04/06	第3期後期関西	大阪府
kasahara_shuhei	笠原秀平	NPM	—	male	非公開	第19期後期	茨城県
kasakawa_naohiko	笠川尚彦	NPM	—	male	01/16	第19期後期関西	大阪府
kamata_hiroshi	鎌田宙	NPM	—	male	非公開	第4期前期	非公開
kayano_yusuke	萱野雄介	NPM	—	male	06/22	第22期前期関西	大阪府
inui_hayato	乾隼人	NPM	—	male	07/20	第13期前期関西	佐賀県
inui_akito	乾陽人	NPM	C2	male	10/17	第19期後期	大阪府
kan	完	NPM	E1	male	04/19	第17期後期	富山県
mamiya_yumeka	間宮夢花	NPM	—	female	06/27	第16期後期	鳥取県
sekiguchi_mai_2	関口舞	NPM	—	female	04/27	第24期後期	奈良県
sekine_yasufumi	関根康史	NPM	E2	male	非公開	第22期前期	東京都
maruyama_masaya	丸山真矢	NPM	E3	male	10/27	第24期後期	東京都
takahiro_kishino	岸野貴博	NPM	—	male	05/31	第24期前期	三重県
iwama_takuro	岩間琢朗	NPM	C2	male	01/23	第18期前期	山梨県
iwasaki_keigo	岩崎啓悟	NPM	A2	male	08/30	第18期前期	和歌山県
iwamura_masanori	岩村政則	NPM	C2	male	07/09	第6期後期	茨城県
iwatou_hideki	岩東秀樹	NPM	B1	male	非公開	第15期後期	非公開
mareki_mifumi	稀木深文	NPM	女流C	female	03/23	第16期後期	秋田県
chi_yu_cheng	紀禹丞	NPM	—	male	02/06	第23期後期	--台湾
kamemoto_shintaro	亀元慎太郎	NPM	—	male	07/26	第22期後期宮崎	宮崎県
kikugawa_kei	菊川圭	NPM	D3	male	11/16	第21期前期	静岡県
kikuchi_shunsuke	菊地俊介	NPM	A1	male	02/23	第11期前期	茨城県
kikuchi_daisuke	菊池大輔	NPM	F1	male	04/07	第22期前期	兵庫県
yoshinaga_futoshi	吉永太	NPM	C1	male	08/30	第17期後期	千葉県
yoshikura_mari	吉倉万里	NPM	—	female	12/30	第6期前期	東京都
yoshimura_kaito	吉村海人	NPM	—	male	12/09	第23期前期関西	兵庫県
yoshimura_masayuki	吉村真幸	NPM	—	male	01/06	第23期前期東海名古屋	佐賀県
yoshida_motonari	吉田基成	NPM	A1	male	07/04	第4期前期	東京都
yoshida_kohei	吉田航平	NPM	B2	male	08/13	第14期後期	石川県
yoshida_shunsuke	吉田俊介	NPM	B2	male	05/21	第5期後期東海名古屋	大阪府
yoshida_shohei	吉田尚平	NPM	—	male	09/16	第20期後期宮崎	宮崎県
yoshida_tomohiro	吉田知弘	NPM	B1	male	05/17	第0期	東京都
tomonari_yoshida	吉田友愛	NPM	—	female	01/10	第20期後期関西	滋賀県
yoshida_yuki	吉田裕城	NPM	—	male	10/21	第22期後期関西	大阪府
yoshida_masato	吉田理人	NPM	E3	male	09/18	第23期後期	福岡県
yoshino_keita	吉野敬太	NPM	—	male	07/28	第23期前期東海名古屋	愛知県
yoshino_shugo	吉野秋悟	NPM	E3	male	09/12	第21期前期	神奈川県
tachibana_azusa	橘あづさ	NPM	D2	female	02/15	第18期後期	愛知県
tachibana_shimpei	橘真平	NPM	—	male	05/20	第24期前期関西	兵庫県
tachibana_tetsuya	橘哲也	NPM	A1	male	03/19	第3期後期	群馬県
tachibana_ruto	橘縷人	NPM	—	male	非公開	第21期前期関西	大阪府
kyuma_shiro	久間史郎	NPM	A2	male	02/19	第13期前期	神奈川県
hisamatsu_hiromu	久松大夢	NPM	—	male	04/16	第22期前期宮崎	宮崎県
kubo_yuki	久保雄紀	NPM	B2	male	03/07	第7期後期	東京都
yusei_oikawa	及川優星	NPM	E1	male	02/23	第23期前期	岩手県
oikawa_kazuki	及川和希	NPM	—	male	非公開	第6期後期	非公開
miyashita_ryosuke	宮下亮介	NPM	D3	male	07/14	第18期後期	東京都
miyazaki_john	宮崎じょん	NPM	—	male	06/18	第20期後期宮崎	宮崎県
miyazaki_sinichi	宮崎信一	NPM	—	male	12/15	第3期前期関西	大阪府
miyazaki_kazuki	宮崎和樹	NPM	A1	male	10/13	第3期後期	千葉県
miyazaki_kanna	宮崎栞菜	NPM	—	female	06/26	第23期前期	千葉県
miyagi_jun	宮城純	NPM	—	male	01/20	第21期前期	沖縄県
miyachi_taisei	宮地大成	NPM	E3	male	01/25	第22期前期	奈良県
miyamoto_kazuki	宮本一輝	NPM	E2	male	07/28	第21期後期	千葉県
miyawaki_misora	宮脇未宙	NPM	E3	male	06/06	第24期前期	愛知県
hashizaki_yuki	橋崎祐輝	NPM	D1	male	04/09	第9期後期	愛媛県
hashiba_nobuhiro	橋場進広	NPM	B1	male	04/26	第15期後期関西	奈良県
aoi	橋本あおい	NPM	女流C	female	10/28	第22期前期	静岡県
hashimoto_rumi	橋本るみ	NPM	—	female	08/11	第22期後期関西	大阪府
hashimoto_takuya	橋本拓弥	NPM	E1	male	非公開	第18期後期	神奈川県
gounai_takehiro	郷内武広	NPM	—	male	06/16	第3期後期	宮城県
tamachan	玉ちゃん	NPM	—	female	10/16	第15期前期	青森県
tamai_kota	玉井孝太	NPM	—	male	07/28	第24期前期東海名古屋	愛知県
tamaki_riko	玉木璃子	NPM	女流C	female	11/13	第21期後期	秋田県
kiriyama_noriyuki	桐山のりゆき	NPM	C1	male	09/07	第3期後期関西	奈良県
kiryuu_miyabi	桐生みやび	NPM	—	female	03/29	第10期後期関西	大阪府
kiryu_reika	桐生れいか	NPM	—	female	04/05	第22期前期関西	大阪府
kondo_riko	近藤り子	NPM	—	female	10/06	第23期前期関西	大阪府
kondo_kazuo	近藤千雄	NPM	B1	male	01/29	第2期前期	愛知県日本
kanai_hideyuki	金井秀行	NPM	E3	male	06/16	第24期後期	兵庫県
kimu_tehyon	金太賢	NPM	A2	male	01/27	第4期前期	兵庫県
kujo_yasu	九丈ヤス	NPM	D3	male	03/05	第13期前期	山形県
kushida_hisashi	串田久志	NPM	C1	male	10/16	第17期前期	東京都
kushibiki_masahiro	櫛引正洋	NPM	E3	male	11/22	第23期前期	千葉県
kumano_hiraku	熊野開	NPM	D3	male	11/19	第19期前期	東京都
kuriyama_naohisa	栗山尚久	NPM	B1	male	非公開	第13期前期	非公開
kimijima_chihiro	君島千景	NPM	E1	male	非公開	第22期後期	非公開
gunji_yuta	郡司雄太	NPM	—	male	03/29	第24期前期東海名古屋	愛知県
katsura_toshiya	桂としや	NPM	—	male	01/21	第23期前期関西	大阪府
tsukishiro_wakana	月城和香菜	NPM	女流A	female	03/10	第14期後期	千葉県
tsukitani_sara	月溪さら	NPM	—	female	非公開	第19期前期関西	兵庫県
kanemitsu_takashi	兼光タカシ	NPM	—	male	非公開	第20期後期	非公開
kaneyama_eiji	兼山英次	NPM	—	male	02/11	第3期後期関西	広島県
kenzaki_shogo	剣崎翔伍	NPM	F1	male	05/15	第21期前期	東京都
hara_tsunenori	原玄徳	NPM	C3	male	12/29	第15期後期	神奈川県
harada_shohei	原田翔平	NPM	A2	male	04/25	第12期後期関西	兵庫県
genda_takumu	玄田拓夢	NPM	—	male	12/15	第24期前期関西	兵庫県
koga_taiki	古賀大希	NPM	—	male	01/31	第21期前期関西	愛媛県
furuyama_zen	古山善	NPM	—	male	01/20	第24期後期	長野県
tozawa_koji	戸沢耕二	NPM	D1	male	03/20	第17期前期	埼玉県
igarashi_takeshi	五十嵐毅	NPM	B2	male	11/27	第0期	新潟県
igarashi_makoto	五十嵐淳	NPM	E1	male	08/03	第22期前期	北海道
gotanji_seiichiro	五反地清一郎	NPM	B1	male	08/20	第16期前期	東京都
gomi_takenori	五味武徳	NPM	—	male	非公開	第24期前期香川	非公開
kuremiya_mao	呉宮真央	NPM	—	female	非公開	第21期前期	非公開
goto_masako	後藤昌子	NPM	—	female	非公開	第3期前期	非公開
goto_taku	後藤卓	NPM	—	male	05/17	第24期後期東海名古屋	岐阜県
misaki_chiyu	御崎千結	NPM	A2	female	02/08	第16期前期	兵庫県
mukai_yuki	向井勇希	NPM	F1	male	05/02	第22期後期	北海道
kudo_minami	工藤美波	NPM	女流C	female	09/30	第22期前期	埼玉県
ezaki_fumiro	江崎文郎	NPM	A2	male	非公開	第13期後期	長崎県
araiwa_hideki	荒岩秀樹	NPM	C3	male	09/05	第15期後期	千葉県
araki_kazumasa	荒木かず	NPM	C2	male	01/07	第20期後期	大阪府
takahashi_miyavi	高橋雅	NPM	E3	male	02/03	第21期後期	東京都
takahashi_takayuki	高橋孝征	NPM	—	male	07/19	第21期前期関西	宮城県
takahashi_masato	高橋将人	NPM	C3	male	08/22	第18期後期	東京都
kohguchi_kazuyuki	高口和之	NPM	D3	male	11/12	第16期後期	福岡県
takayama_masahide	高山真秀	NPM	—	male	08/25	第13期後期関西	兵庫県
takatsu_keisuke	高津圭佑	NPM	B1	male	02/04	第13期前期	栃木県
takatsuka_ryoichi	高塚遼市	NPM	F1	male	09/21	第23期後期	愛知県
takada_hiroki	高田大騎	NPM	C3	male	04/10	第18期後期	富山県
takashimamei	高島芽衣	NPM	D1	female	03/16	第23期前期	大阪府
masatoshi_takano	高野将稔	NPM	E3	male	非公開	第20期後期	東京都
takanashi_ai	高梨あい	NPM	—	female	04/24	第22期前期	東京都
takara_masafumi	高良匡史	NPM	—	male	08/11	第22期前期関西	沖縄県
kuroi_shuta	黒井修太	NPM	B1	male	09/29	第7期前期	東京都
kurosaki_shinji	黒崎真次	NPM	D2	male	09/09	第17期後期	神奈川県
kurosaki_nao	黒埼七緒	NPM	—	female	08/28	第22期前期宮崎	宮崎県
kurobuchi_shun	黒渕俊	NPM	C3	male	11/27	第8期前期	東京都
imai_eisuke	今井瑛介	NPM	E2	male	05/23	第20期前期	栃木県
takashi_imaizumi	今泉崇	NPM	C1	male	04/19	第12期後期	福島県
imada_takashi	今田孝志	NPM	C2	male	非公開	第21期後期	非公開
natsumi_negishi	根岸菜摘	NPM	E2	female	02/12	第22期前期	神奈川県
rarsaki_ren	佐々木蓮	NPM	E3	male	09/08	第24期後期	東京都
sasaki_shoko	佐々木翔子	NPM	—	female	06/12	第24期前期	愛知県
sakai_sae	佐海さえ	NPM	E3	female	非公開	第21期後期	非公開
sakuma_hiroyuki	佐久間弘行	NPM	—	male	非公開	第1期後期	非公開
satsuki_mariko	佐月麻理子	NPM	B2	female	04/19	第11期前期	東京都
sakoda_takumi	佐古田匠	NPM	—	male	10/19	第24期後期関西	広島県
saji_toshiaki	佐治敏哲	NPM	C2	male	02/05	第12期後期	東京都
sakura_isumi	佐倉いすみ	NPM	—	female	01/28	第24期後期	愛知県
teruo_sato	佐藤輝雄	NPM	B2	male	05/28	第1期後期	千葉県
sato_seiya	佐藤聖也	NPM	F1	male	1990年年12月月25日日	第22期後期	宮城県
sunata_hiroshi	沙田宙	NPM	—	male	02/22	第20期前期香川	非公開
saito_shun	斎藤俊	NPM	A2	male	03/02	第12期前期	神奈川県
saito_takahide	斎藤隆英	NPM	—	male	非公開	第2期後期	非公開
sakashita_kazuma	坂下一馬	NPM	—	male	07/08	第22期前期関西	大阪府
sakamoto_moritaka	坂本衛崇	NPM	E3	male	09/13	第23期後期	茨城県
sakamoto_takayuki	坂本孝之	NPM	C1	male	06/04	第6期後期	茨城県
sakamoto_taichi	坂本太一	NPM	C1	male	非公開	第15期前期	広島県
sakimi_yuri	崎見百合	NPM	C2	female	07/25	第0期	神奈川県
ayaka_sakimura	崎村あやか	NPM	D2	female	非公開	第14期前期	秋田県
sakurai_asuka	桜井飛鳥	NPM	D3	male	非公開	第22期後期	非公開
nishizawa_satone	桜田さとね	NPM	E3	female	01/06	第23期前期	千葉県
sakurajima_sanae	桜島さなえ	NPM	E3	female	02/05	第24期前期	鹿児島県
sasaki_kazuaki	笹木かずあき	NPM	D2	male	05/03	第18期後期	埼玉県
miura_momoko	三浦ももこ	NPM	D3	female	05/22	第21期前期	秋田県
miura_ryuhei	三浦龍兵	NPM	E2	male	02/20	第23期後期	東京都
miyoshi_hotaru	三好ほたる	NPM	E3	female	02/20	第23期前期東海名古屋	愛知県
mitanizaka_shou	三谷坂翔	NPM	E1	male	10/23	第23期後期	鹿児島県
mizoe_riri	三添凛々	NPM	女流B	female	11/23	第7期後期	大阪府
miki_toshihiro	三木敏裕	NPM	—	male	07/13	第5期後期	京都府
miki_ryo	三木亮	NPM	—	male	非公開	第0期	非公開
yamashita_yusuke_2	山下祐輔	NPM	E3	male	11/21	第23期後期	山口県
yamaguchi_shuhei	山口修平	NPM	—	male	非公開	第24期後期	非公開
yamaguchi_tomoka	山口朋香	NPM	女流C	female	02/01	第24期前期	愛知県
yamaguchi_shota-2	山口翔大	NPM	E3	male	11/15	第23期後期	北海道
yamako	山浩	NPM	—	male	08/13	第12期前期関西	大阪府
yamazaki_itsuro	山崎逸朗	NPM	C2	male	08/05	第11期前期	茨城県
yamabuki_ryosuke	山吹亮介	NPM	E3	male	11/22	第23期後期	東京都
yamashiro_naoki	山代直毅	NPM	—	male	03/17	第9期前期関西	京都府
yamadakaho	山田佳帆	NPM	C1	female	09/18	第22期前期東海名古屋	愛知県
yamada_daisuke	山田大輔	NPM	E3	male	05/08	第22期後期	大阪府
yamauchi_ryo	山内亮	NPM	—	male	02/26	第10期後期香川	香川県
yamashiki_toru	山舗徹	NPM	—	male	07/10	第3期後期関西	三重県
yamamoto_ai	山本亜衣	NPM	E3	female	09/13	第20期後期	京都府
yamamoto_kotaro	山本虎太郎	NPM	E3	male	12/06	第24期前期	東京都
yamamoto_masaki	山本政樹	NPM	B2	male	12/22	第3期前期	宮城県
yamakado_ryo	山門稜	NPM	E3	male	非公開	第22期後期	非公開
ichii_yuta	市井悠太	NPM	C1	male	06/13	第8期後期	大阪府
kou_ichioka	市岡高	NPM	E3	male	01/24	第22期前期	千葉県
ichimura_taizo	市村泰蔵	NPM	C3	male	10/22	第15期前期	非公開
shima_yukiko	志麻ゆきこ	NPM	—	female	12/20	第22期前期関西	非公開
shishimaru_chiaki	獅子丸ちあき	NPM	D2	female	05/24	第18期後期	千葉県
terasaka_gen	寺坂元	NPM	E3	male	07/17	第23期前期	岡山県
terata_hiroki	寺田皓公	NPM	C2	male	05/11	第20期後期	茨城県
soichi_terao	寺尾創一	NPM	E3	male	11/12	第20期前期	東京都
shiotsuki_gai	汐月凱	NPM	E3	male	06/12	第24期後期	埼玉県日本
shika_kentaro	鹿健太郎	NPM	B2	male	06/17	第11期後期	埼玉県
shishido_ryo	宍戸涼	NPM	C1	male	09/14	第20期前期	福島県
nanami_ryusei	七海龍星	NPM	E3	male	12/05	第24期前期	千葉県
nanase_miki	七瀬美希	NPM	—	female	11/19	第20期後期	東京都
nanase_yuzuka	七瀬柚香	NPM	女流C	female	非公開	第22期後期	非公開
nanae	七奈江	NPM	E1	female	07/03	第22期前期	非公開
urushihata_kotaro	漆畑浩太郎	NPM	E3	male	10/22	第24期前期	東京都
shibata_rintaro	柴田凛太郎	NPM	—	male	02/22	第24期後期関西	非公開
wakamatsu_momona	若松桃菜	NPM	F1	female	11/13	第22期前期	秋田県
wakabayashi_takashi	若林貴志	NPM	E2	male	07/02	第23期前期	東京都日本
moriyama_masaaki	守山雅昭	NPM	—	male	非公開	第13期後期	非公開
akezawa_yu	朱沢悠	NPM	女流A	female	09/21	第21期後期関西	大阪府
sakai_jo	酒井城	NPM	E3	male	01/20	第24期後期	大阪府
hideka	秀香	NPM	—	female	非公開	第12期前期	非公開
shuno_tomohiro	秀野智大	NPM	E3	male	02/05	第23期後期	愛媛県
akiyama_hiroki	秋山光輝	NPM	D3	male	非公開	第18期後期	非公開
akiyama_masashi	秋山昌士	NPM	—	male	非公開	第7期後期	非公開
akiyama_hirokuni	秋山裕邦	NPM	C1	male	非公開	第8期後期	非公開
akise_chisato	秋瀬ちさと	NPM	D2	female	06/08	第16期後期	神奈川県
shingo_shibuya	渋谷信五	NPM	F1	male	11/21	第23期後期	埼玉県
demoto_seiji	出本誠司	NPM	D1	male	非公開	第2期前期	非公開
harutsuki_echiru	春月えちる	NPM	—	female	08/30	第24期前期関西	非公開
katsube_yuichi	勝部祐一	NPM	—	male	08/15	第24期後期関西	京都府日本
komatsu_kei	小松慧	NPM	—	female	04/09	第10期前期関西	高知県
komatsu_daisuke	小松泰介	NPM	—	male	03/03	第24期前期	東京都
komatsu_yuki	小松祐貴	NPM	E3	male	12/04	第24期前期	東京都
ogawa_kento	小川健人	NPM	D1	male	非公開	第15期後期	東京都
masaru_ogawa	小川勝	NPM	—	male	非公開	第19期後期	埼玉県
hiroyuki_ogawa	小川裕之	NPM	A1	male	04/21	第8期前期	兵庫県
ogura_takashi	小倉孝	NPM	—	male	09/27	第3期前期	千葉県
kobayakawa_takuya	小早川拓也	NPM	E2	male	06/07	第18期前期	福岡県
kobayakawa_yuya	小早川悠矢	NPM	A2	male	11/04	第13期前期	神奈川県
koike_hayato	小池ハヤト	NPM	B2	male	11/05	第16期後期	栃木県
ozu_taro	小津太郎	NPM	—	male	07/23	第24期後期東海名古屋	非公開
oda_hikaru	小田光	NPM	E3	male	09/30	第24期前期関西	滋賀県
takeyuki_oda	小田剛之	NPM	—	male	03/23	第24期前期関西	兵庫県
oda_shinya	小田進也	NPM	—	male	12/22	第4期後期関西	三重県
kojima_takayo	小島たかよ	NPM	女流B	female	12/31	第22期前期	東京都
kojima_yuichi	小島優一	NPM	E3	male	03/23	第24期前期	神奈川県日本
kojima_erina	小嶋恵梨奈	NPM	F1	female	11/13	第22期前期	北海道
kojima_takafumi	小嶋崇文	NPM	E3	male	08/08	第24期後期	東京都
kominami_shohei	小南昌平	NPM	—	male	08/07	第13期前期関西	兵庫県
masa_kobayashi	小林雅	NPM	E1	male	03/21	第8期前期	兵庫県
kobayashi_kei	小林慶	NPM	—	male	07/15	第22期後期関西	岡山県
kobayashi_mitsuki	小林光樹	NPM	E3	male	11/14	第24期前期	長野県
kobayashi_taiki	小林泰規	NPM	C1	male	06/02	第19期後期	東京都
kobayashi_riki	小林力	NPM	D3	male	非公開	第18期前期	埼玉県
ozawa_ryunosuke	小澤龍之輔	NPM	E1	male	05/29	第23期後期	神奈川県
shoji_reiko	庄司麗子	NPM	D1	female	05/09	第12期前期	東京都
matsuura_mako	松浦真恋	NPM	女流C	female	06/14	第22期後期東海名古屋	岩手県
matsuura_hiromitsu	松浦裕充	NPM	B1	male	04/05	第10期前期関西	兵庫県
